Sentence,Sentiment,Translated_Sentence,Translated_Sentiment
$TWTR sad the only thing to move this is a takeover rumor only to be sold off next day !,negative,"$TWTR triste, a única coisa a mudar, este é um boato de aquisição que só será vendido no dia seguinte!",negativo
Its other well-known brands include fitness equipment maker Precor and U.S. - based ball sports equipment maker Wilson .,neutral,Suas outras marcas conhecidas incluem a fabricante de equipamentos de ginástica Precor e a fabricante norte-americana de equipamentos para esportes com bola Wilson.,neutro
"Z. Bavelloni 's long-standing MD , Dino Bavelloni , has retired at the end of 2005 .",neutral,"O médico de longa data de Z. Bavelloni , Dino Bavelloni , aposentou - se no final de 2005 .",neutro
The sellers were EOSS Innovationsmanagement and a group of private individuals .,neutral,Os vendedores foram a EOSS Innovationsmanagement e um grupo de particulares.,neutro
"Net sales went up by 1 % year-on-year to EUR 29 million , affected by the business acquisitions , realized during the previous financial period , the effect of which was EUR 5.1 million on the review period .",positive,"As vendas líquidas aumentaram 1% em relação ao ano anterior, para 29 milhões de euros, afetadas pelas aquisições de negócios, realizadas durante o período financeiro anterior, cujo efeito foi de 5,1 milhões de euros no período em análise.",positivo
"As a result , the company has decided it will implement fixed-term temporary lay-offs .",negative,"Como resultado, a empresa decidiu que implementará demissões temporárias por prazo determinado.",negativo
`` Those uncertainties cloud the long-term outlook . '',negative,``Essas incertezas obscurecem as perspectivas de longo prazo. '',negativo
Elcoteq expects its net sales for the last quarter of 2010 to be on the level of the third quarter .,neutral,A Elcoteq espera que suas vendas líquidas no último trimestre de 2010 estejam no mesmo nível do terceiro trimestre.,neutro
"The company 's annual loss amounted to EEK 18mn , compared to a profit of EEK 7.3 mn in 2008 .",negative,"O prejuízo anual da empresa ascendeu a 18 milhões de EEK , em comparação com um lucro de 7,3 milhões de EEK em 2008 .",negativo
The mill is concentrating on getting the supercalendered line running satisfactorily before restarting its older newsprint line .,neutral,A fábrica está se concentrando em fazer com que a linha supercalandrada funcione satisfatoriamente antes de reiniciar sua antiga linha de papel jornal.,neutro
Aktia forecasts Finland 's inflation at 1.1 % in 2010 .,neutral,"A Aktia prevê uma inflação na Finlândia de 1,1 % em 2010 .",neutro
KONE is listed on the Nordic Exchange in Helsinki .,neutral,A KONE está cotada na Nordic Exchange em Helsínquia.,neutro
Finnish fibre-based materials maker Ahlstrom Corp ( HEL : AHL1V ) said today it decided to close down its spunlace composite production line number 23 at Chirnside plant in the UK by the end of March 2011 .,neutral,"A fabricante finlandesa de materiais à base de fibra Ahlstrom Corp (HEL: AHL1V) disse hoje que decidiu encerrar sua linha de produção de compósitos spunlace número 23 na fábrica de Chirnside, no Reino Unido, até o final de março de 2011.",neutro
Subject-matter of the invention furthermore is the use of the cyclone for separating partly molten particles . '',neutral,"Além disso, o objecto da invenção é a utilização do ciclone para a separação de partículas parcialmente fundidas. ''",neutro
Rautaruukki said construction group YIT has awarded it a 2.5 mln eur contract to supply the steel structures for a new bridge spanning the Kemijoki river in Northern Finland .,positive,"Rautaruukki disse que o grupo de construção YIT lhe concedeu um contrato de 2,5 milhões de euros para fornecer as estruturas de aço para uma nova ponte que atravessa o rio Kemijoki, no norte da Finlândia.",positivo
Long $TSLA short $MBLY https://t.co/jSpUSzo6na,positive,Longo $ TSLA curto $ MBLY https://t.co/jSpUSzo6na,positivo
"Also , Technopolis plans to build a 100 million euro technology park at the special economic zone Neudorf in St. Petersburg , the St. Petersburg government said in February .",neutral,"Além disso, a Technopolis planeia construir um parque tecnológico de 100 milhões de euros na zona económica especial de Neudorf, em São Petersburgo, disse o governo de São Petersburgo em Fevereiro.",neutro
"Lassila & Tikanoja 's operating profit excluding non-recurring and imputed items for the second quarter was EUR11 .3 m , down from EUR13 .8 m a year ago .",negative,"O lucro operacional da Lassila & Tikanoja excluindo itens não recorrentes e imputados para o segundo trimestre foi de 11,3 milhões de euros, abaixo dos 13,8 milhões de euros do ano anterior.",negativo
Castecka said the town hall would hold talks with other investors interested in the zone .,neutral,Castecka disse que a prefeitura manterá conversações com outros investidores interessados ​​na zona.,neutro
"The technology will become available to businesses from the fourth quarter , Nokia said .",neutral,"A tecnologia estará disponível para as empresas a partir do quarto trimestre, disse a Nokia.",neutro
"London open: Taylor Wimpey and Ashtead drive markets higher, Barclays falls",positive,"Abertura de Londres: Taylor Wimpey e Ashtead impulsionam os mercados em alta, Barclays cai",positivo
BULLISH Engulfing of COCA COLA: http://stks.co/fYCo $KO,positive,Engolindo a COCA COLA em alta: http://stks.co/fYCo $KO,positivo
"The study was not designed to enable formal statistical evaluation of therapeutic activity , the company said .",neutral,"O estudo não foi concebido para permitir uma avaliação estatística formal da actividade terapêutica, afirmou a empresa.",neutro
"Upon completion of these transactions , Metso 's stake will amount to more than 60 % .",neutral,"Após a conclusão destas transações, a participação da Metso totalizará mais de 60%.",neutro
"Mika Stahlberg , VP F-Secure Labs , said , `` We are excited and proud that F-Secure has been recognized by AV-Comparatives as the Product of the Year .",positive,"Mika Stahlberg, vice-presidente do F-Secure Labs, disse: ``Estamos entusiasmados e orgulhosos que a F-Secure tenha sido reconhecida pela AV-Comparatives como o Produto do Ano.",positivo
"MADISON , Wis. , Feb. 6 - PRNewswire - -- Fiskars announces that the United States Patent and Trademark Office has granted a trademark registration for the color orange on its iconic scissor handles .",positive,"MADISON, Wisconsin, 6 de fevereiro - PRNewswire - - Fiskars anuncia que o Escritório de Marcas e Patentes dos Estados Unidos concedeu um registro de marca registrada para a cor laranja em seus icônicos cabos de tesoura.",positivo
Both companies ' existing investment plans will be coordinated .,neutral,Os planos de investimento existentes de ambas as empresas serão coordenados.,neutro
#NDX component Tesla has announced it is recalling 2700 Model X SUVs. $TSLA,negative,Componente #NDX Tesla anunciou que está fazendo recall de 2.700 SUVs Modelo X. $TSLA,negativo
Finnish messaging solutions developer Tecnomen Corporation ( OMX Helsinki : TEM1V ) said on Thursday ( 11 December ) that it has received an expansion order for its Convergent Charging solution in Latin America .,positive,A desenvolvedora finlandesa de soluções de mensagens Tecnomen Corporation (OMX Helsinque: TEM1V) disse na quinta-feira (11 de dezembro) que recebeu um pedido de expansão para sua solução de Carregamento Convergente na América Latina.,positivo
Operating profit improved by 39.9 % to EUR 18.0 mn from EUR12 .8 mn .,positive,"O lucro operacional melhorou 39,9% para 18,0 milhões de euros, de 12,8 milhões de euros.",positivo
The value of the contract is about EUR 27mn .,neutral,O valor do contrato é de cerca de 27 milhões de euros.,neutro
The parties have therefore agreed to leave Avena out of the deal .,neutral,"As partes concordaram, portanto, em deixar a Avena fora do acordo.",neutro
"The company has also supplied more than 200 MW of power generating equipment for a number of projects in Papua New Guinea , including 12 engines of the Wartsila 32 type to Lihir Gold .",neutral,"A empresa também forneceu mais de 200 MW de equipamentos de geração de energia para vários projetos em Papua Nova Guiné, incluindo 12 motores do tipo Wartsila 32 para a Lihir Gold.",neutro
"In addition to fireplace exports , demand for lining stone has exceeded the level of the earlier part of the year and will continue to be clearly brisker for the remainder of the year .",positive,"Além das exportações para lareiras, a procura de pedra para revestimento excedeu o nível do início do ano e continuará a ser claramente mais elevada durante o resto do ano.",positivo
Companies Thetrainline.com announces arrival of London IPO,positive,Empresas Thetrainline.com anuncia chegada do IPO de Londres,positivo
"A Flurry Analytics spokesperson said that , as it was only measuring Windows Phone 7 data for some weeks , the firm double-checked the data to make sure the 66 per cent rise was not an aberration .",neutral,"Um porta-voz da Flurry Analytics disse que, como mediu os dados do Windows Phone 7 apenas por algumas semanas, a empresa verificou novamente os dados para ter certeza de que o aumento de 66% não era uma aberração.",neutro
Pharmaceuticals - Italy This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Italy .,neutral,Produtos Farmacêuticos - Itália Esta nova análise de mercado oferece uma visão clara da situação real e das perspectivas futuras do mercado farmacêutico na Itália.,neutro
Swedbank 's shares have been hardest hit of the Swedish banks by the ongoing international financial crisis .,neutral,As acções do Swedbank foram as mais atingidas pelos bancos suecos pela actual crise financeira internacional.,neutro
"Growth was strongest in F-Secure 's operator ISPs , mobile operators and cable operators business .",positive,"O crescimento foi mais forte nos negócios de operadoras ISPs, operadoras móveis e operadoras de cabo da F-Secure.",positivo
"Talvik says the relocation of application programs on servers will continue , while HP servers were approved because of HP supplying a tailor-made solution to Elisa .",neutral,"Talvik afirma que a realocação de programas aplicativos em servidores continuará, enquanto os servidores HP foram aprovados porque a HP forneceu uma solução sob medida para Elisa.",neutro
